datetime,full_tweet,sentiment
26/3/2022 20:51,In Alberta right now and Amber Alert came on phone and on the TV��� praying for a good outcome!!!,2
26/3/2022 20:50,B.C. RCMP have issued an Amber Alert for two children ��� a toddler and an infant ��� who police suspect have been abducted by their father in Fort St. John  https://t.co/YJRfsyp2tG,1
26/3/2022 20:50,SHARED IN CARDSTON ALBERTA https://t.co/2NrCocdv9C,1
26/3/2022 20:50,������ : Fort St. John RCMP have issued a Amber Alert for British Columbia.,1
26/3/2022 20:50,#AmberAlert issued for two children in northern British Columbia #BC https://t.co/Z7StwOQek7,1
26/3/2022 20:50,@coffeecrew Yeah the tv went dead..no sound that blacked out for 5sec then I turned the tv off then on only to be met with no sound and a red screen with 2/2 and amber alert details. On the phone with cousin that confirmed page 2. Not impressed..at all.,0
26/3/2022 20:50,SHARE SHARE SHARE https://t.co/2NrCobWs7C,1
26/3/2022 20:49,"@EmergencyInfoBC That's the first time I ever got an amber alert on my phone, on my TV etc. It must be serious! Ugh...hope the kids get returned safely! ����������������",1
26/3/2022 20:49,"In support of AMBER Alert issued in Fort St. John, B.C., and at request of RCMP in B.C., information issued on March 26 is as follows: https://t.co/Pr24TQ5buH https://t.co/ucfn7ZUkdp",1
26/3/2022 20:48,#AB_EmergAlert what kind of selfish fucking assholes respond like this to an Amber Alert?? Children are missing you cunts. Disgusting. https://t.co/wUkm06veE9,2
26/3/2022 20:48,"Amber alert for, posting this to hopefully spread awareness of this #alberta #Canada https://t.co/dRpIV3rsop",1
26/3/2022 20:48,Weird amber alert https://t.co/zW6CwV4qbm,0
26/3/2022 20:48,"@officialAudra I was also confused. I���m going to assume it���s the children���s mother and they���re fleeing from RCMP, so the amber alert is because the children are in suspected danger (but I do not know for certain).",0
26/3/2022 20:48,"So many of the people I follow are wonderful. Screen caps of the Amber Alert just flooded my feed. ������

Thoughts are with those kids. I know how terrifying this is and how much is required to set these things off.",0
26/3/2022 20:47,"Oh, no, I was totally game for a triggered panic attack. Thanks asshole who abducted his kids and issued an Amber alert.",0
26/3/2022 20:47,"�������� ALBERTA, CANADA - AMBER ALERT ��������

AMBER ALERT ISSUSED FOR ALBERTA, CANADA March 26, 2022 at 2:39 PM MST.

IF YOU ARE IN THE REGION, PLEASE GO TO https://t.co/nXe4chByWX FOR MORE INFORMATION, ALSO SEE LOCAL MEDIA.",1
26/3/2022 20:47,"In a media release, RCMP said they have grounds to believe the mother and two children were taken ���against their will from their residence in Fort St. John and they are in danger while in (Dalrymple���s) presence.���
#yeg #AmberAlert

https://t.co/rRbr8QprqD",1
26/3/2022 20:47,Amber alert for 4-year-old Liam &amp; 10-month-old Myra Bellamy also activated in Alberta. https://t.co/2IhJPl7LBn https://t.co/NDOqgnn1ic,1
26/3/2022 20:47,"@dvshab @AB_EmergAlert Unless it���s your kid getting abducted then go ahead and send that amber alert out, right? Maybe get off your damn phone and tend to your so-called ���red alert���",1
26/3/2022 20:46,That amber alert scared the shit out of me,0
26/3/2022 20:46,"Did I read this amber alert correctly? A mother and father have kidnapped their own kids? 

Sorry I don't trust the system. None of my business even if I did spot them.",0
26/3/2022 20:46,"RCMP in Fort St. John, B.C., have issued an Amber Alert for two abducted children, possibly travelling with their mother and father.
https://t.co/o9Lnt9ifeA",1
26/3/2022 20:46,Imagine being the asshole that complains about an Amber Alert while at a tournament with a bunch of kids. JFC. I want to punch him in the face.,2
26/3/2022 20:46,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/q0E9a0Nzt2  #AmberAlert  #Ontario #Canada  lets get these babies home  #RetweeetPlease,1
26/3/2022 20:46,an amber alert just went out for some abducted kids :/ i hope they're okay,2
26/3/2022 20:46,Took me a while to find the information so to make it easy.. Alberta Emergency Alert: Inter Provincial AMBER  #ABAMBER #ABemerg https://t.co/Et9sHu1IHa,1
26/3/2022 20:46,*** AMBER ALERT***Be on the alert for a 2004 Olive green Jeep bearing BC licence plates - there is an amber alert for 2 missing children from BC LIAM &amp; MYRA. May be travelling through Alberta  https://t.co/VIf0A6XwcN,1
26/3/2022 20:46,My timeline is filled with the Amber alert info. Y'all are good people.,2
26/3/2022 20:45,"An Amber Alert has been issued for Alberta. 
- @brooklynpvg 
https://t.co/5tkmlzNgmX",1
26/3/2022 20:45,"Amber alert notifications should play a different, recognizable sound. They aren't immediately actionable like flood, tornado warnings, so they should be distinguished in order to reduce alarm fatigue.",0
26/3/2022 20:45,"Amber alert just went on in AB, im I the only one who lifted the phone thinking, well we had a good run.. ��������������������",0
26/3/2022 20:45,The worst thing about this Amber Alert is that the bald 36 year old thinks that rocking toques will cover up for the fact he is bald. https://t.co/Ozw0oS068q,0
26/3/2022 20:45,turns out an amber alert plays in your headphones at max fucking volume who knew. stark change from Sigur Ros I tell you what,0
26/3/2022 20:45,"Just got an amber alert and man I hope the kids are gonna be ok. On that note it says the father took them, I don���t know the situation at all for all I know he���s crazy or whatever and there���s a good reason he can���t see his kids but anytime a split happens and a dad takes the",1
26/3/2022 20:45,Better not see a single person complain about that amber alert.,2
26/3/2022 20:44,Interprovincial Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/fTV2aqEN3R,1
26/3/2022 20:44,I still hate how Alberta can���t seem to include any useful information in these alerts. The Amber Alert I got when we were in Ontario a couple weeks ago had every single detail necessary right on this screen. https://t.co/3EQhdqhN1T,0
26/3/2022 20:44,LOLFEST sitting by the pool in Jamaica and get an Amber Alert phone scream,0
26/3/2022 20:44,Amber Alert. Fort St. John. Inter provincial. https://t.co/RCjcZ99wRP,1
26/3/2022 20:44,Was at ikea and amber alert rang out everywhere lmao,0
26/3/2022 20:44,"AMBER ALERT - #FortStJohn, BC

Parental abduction.

AlertSite Alert CA-AB-AEA1-7338 https://t.co/j3CGKR3VnR",1
26/3/2022 20:44,"#AmberAlert RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/XnKLX4Ne9Z Police say they are searching for four-year-old Liam Bellamy and newborn Myra Bellamy, who were allegedly abducted on Thursday.",1
26/3/2022 20:44,Another Amber Alert scaring the shit utility of me once again,0
26/3/2022 20:43,Thank you Amber alert for that defib.,0
26/3/2022 20:43,Amber alert while at the library so many phones going off,0
26/3/2022 20:43,Lol when the amber alert goes off at the airport and everyone���s phones go nuts,0
26/3/2022 20:43,"#ABAlerts getting increasingly more useless-- an AMBER ALERT with no information, but instead, a link to more info? What's the point in the alert?",0
26/3/2022 20:43,cue losers bitching about the amber alert in 3... 2... 1...,2
26/3/2022 20:43,That amber alert notification scared me,0
26/3/2022 20:43,Got an amber alert https://t.co/MQJwLD7vsj,1
26/3/2022 20:43,the amber alert sound will never fail to make my heart literally stop why is that shit so loud,0
26/3/2022 20:42,FUCJ amber alert notifications SCARE the shit out of me i almost had a HEART ATTACK,0
26/3/2022 20:41,@BCFerries we���re all up to date on the amber alert. Can you please take it off the TVs and put sports on? Especially since we���re not allowed inside our vehicles on deck 2. We���re on the 1pm heading to Swartz bay.,0
26/3/2022 20:40,Amber alert gave me a pote rinse &amp; repeat.,0
26/3/2022 20:37,RCMP in Fort St. John activate #AmberAlert  for 2 missing children https://t.co/wcPrBkxe7s #yxj,1
26/3/2022 20:37,"���������� Amber Alert issued for two children allegedly abducted in northern B.C.
https://t.co/0DIKCfLcMt",1
26/3/2022 20:37,Amber Alert issued for two children in northern British Columbia - 4-year-old Liam Ballamy and 10-month-old Myra Ballamy - https://t.co/Sio7X1frSU #AmberAlert #BC #missingperson #missingpeoplecanada,1
26/3/2022 20:36,"A four-year-old child and his baby sister were allegedly abducted on Thursday. Please call 911 if you see the children or the suspect.  
#Vancouver 
https://t.co/jyie6Gxc0t",1
26/3/2022 20:36,How am I supposed to do anything about an Amber Alert issued for an apparent abduction in Fort St. John when I live in the Lower Mainland? Does this really require an emergency alert intrusion with a brain splitting alarm on my phone on Saturday morning? #AmberAlert #BC,0
26/3/2022 20:36,"Shared: Amber Alert Alert - 8919 91st area of Fort St John, BC https://t.co/mgDxQmQmCg https://t.co/00StIu9Rdz",1
26/3/2022 20:34,B.C. RCMP issue amber alert for missing woman &amp; children https://t.co/V1csswAmWj https://t.co/xuHEtR4pNX,1
26/3/2022 20:33,Nothing scarier than an amber alert on your phone while you're showering ����,0
26/3/2022 20:32,@EmergencyInfoBC i have gotten the exact same amber alert on my phone three times and the siren scares the shit out of me how do i make it stop,0
26/3/2022 20:30,@Kamscan @983cifm Our Bell sat auto tuned to a channel with the amber alert broadcasting..,1
26/3/2022 20:29,"RCMP in Fort St. John activate Amber Alert for 2 missing children &amp; their mother. Police are also searching for father 36-year-old Jason Dalrymple, who they say is the suspect. They say the suspect is believed to be headed east, possibly to Ontario.
 https://t.co/okPie5ysAO",1
26/3/2022 20:29,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/VmFRr4LsX4,1
26/3/2022 20:29,"@lcfrst2 Let me guess, people are complaining about receiving the amber alert. What a world we live in. Someone's kids are missing and need help and people don't want to hear an alarm go off on their phones �������������",2
26/3/2022 20:29,RCMP issues amber alert after alleged abduction of two children in Fort St. John https://t.co/SUs1DBeKbX,1
26/3/2022 20:29,"RCMP have issued an #AmberAlert for two children from the #FortStJohn area: 4-year-old Liam Bellamy &amp; 10-month-old Myra Bellamy. More info here: https://t.co/Ka2gx4BOEo #BC #YXJ https://t.co/rQM4TvLAut - March 26, 2022 at 12:40PM - Emergency Info BC https://t.co/HEMaqmQiGe",1
26/3/2022 20:27,"Wow the Amber Alert is in almost impossible to miss. Had the cell alert, then the radio, then a billboard. Hope it works.",2
26/3/2022 20:27,"Fun when the perp in an Amber Alert is pretty close to my description 

Fortunately my full head of hair should keep me out of trouble 

Hope those kids end up okay, fucking yikes",1
26/3/2022 20:26,@MajorDog524 There was an Amber Alert for northern BC. Sounds like a custody battle. Father took his infant daughter to northern BC. Both phone and tv at the same time with a not to be ignored alarm,1
26/3/2022 20:25,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/5Alas1g4eu https://t.co/cKqCJRyjWI,1
26/3/2022 20:25,Amber alert better never interrupt me again while I���m listening to zero o���clock by bts https://t.co/ZQZ1DpHNeO,0
26/3/2022 20:25,Amber Alert issued for two children in northern British Columbia https://t.co/EHlrlcAkGg,1
26/3/2022 20:25,@2closetocall I would like to know if amber alert success stories are out there. Like someone saw an amber alert and that caused them to call police or apprehend the guy. I feel like this could be something that sounds good in theory but accomplishes nothing.,1
26/3/2022 20:22,@CKNW If they are with both their parents who called in the amber alert?,1
26/3/2022 20:21,"@tjradcliffe According to the CBC article on the Amber Alert, the police believe they are headed east.",1
26/3/2022 20:20,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/vwURomtzDn via @VancouverSun,1
26/3/2022 20:19,@BenTDooley https://t.co/HOLj2SNLcB    HERE are pictures.  The MOM was taken too. its a kidnapping,1
26/3/2022 20:18,"@suko_tachi @CityNewsVAN If there���s an amber alert, there are safety concerns. Don���t know why you���d assume otherwise with no info.",1
26/3/2022 20:18,AMBER ALERT victims and suspect https://t.co/atRnOndGpg,1
26/3/2022 20:18,RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC��News https://t.co/MwB9Zrs1om,1
26/3/2022 20:17,Amber Alert issued for two children allegedly abducted in northern��B.C. https://t.co/RycllM7NT2,1
26/3/2022 20:17,BC has issued an Amber Alert. Hoping and praying these two children are safe. ������ https://t.co/QpM6ycDGuk,1
26/3/2022 20:17,"@lumsdominator @cbcnewsbc It���s just you.

Complaining for the sake of complaining.

As soon as I received the amber alert I knew someone like you would take to social media and you did not disappoint.

Thanks for making right again.",2
26/3/2022 20:16,"B.C. RCMP have issued an Amber Alert for two children ��� a toddler and an infant ��� who police suspect have been abducted by their father in Fort St. John. #CityofPG 

https://t.co/DRrTO178Tf",1
26/3/2022 20:16,"Great that everyone got the amber alert. This is how emergency information should be given out. However, this underscores frustration some/many people in Lytton felt. Why wasn���t that information provided to those affected with the same level of rigour.",2
26/3/2022 20:16,RCMP issues amber alert after alleged abduction of two children in Fort St. John https://t.co/66qOGiNSKR,1
26/3/2022 20:16,The old Canadian amber alert sound was some horror movie scary shit,0
26/3/2022 20:16,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/liYHPiWtMP,1
26/3/2022 20:15,Woke up with an Amber Alert. I hope the kids are okay and safe. https://t.co/IO0wlTU2xG,1
26/3/2022 20:14,BC AMBER Alert activated in search for Dawn Bellamy and her two children https://t.co/cDIlZjyLyJ via @Indo-Canadian Voice https://t.co/E6BeZl4Hl8,1
26/3/2022 20:14,Amber Alert issued for two children allegedly abducted in northern B.C.  https://t.co/13wjZPM8fB,1
26/3/2022 20:14,BC RCMP - A BC AMBER Alert has Been Activated in the Search for Dawn Bellamy and her two children https://t.co/FnS0qGnHYQ,1
26/3/2022 20:13,@slowkooker If this is about the amber alert me too,1
26/3/2022 20:12,"weird, they issued an amber alert for a baby and listed her height as 2 foot tall. she`s too young to walk, so listing her height is rather pointless. so a kidnapped baby girl and her 4 year old brother in northern bc.",1
26/3/2022 20:12,What if I told you��� everybody got the amber alert. https://t.co/j2m5bpi0mt,1
26/3/2022 20:12,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St. John https://t.co/GUNaPewdp4,1
26/3/2022 20:12,RCMP Amber Alert Fort St John has been activated as they search for a four-year-old child and his baby sister abducted on Thursday Jason Dalrymple is the suspect travelling in a 2004 olive green Jeep Grand Cherokee with the licence plate ��HT1 84A.,1
26/3/2022 20:11,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St.��John https://t.co/A6eEtaM2ZB,1
26/3/2022 20:09,@crashtroid I don't watch analog horror much but the amber alert ALWAYS seems to go off at 2 am when I'm sleeping. Scares the fuck out of me every time,0
26/3/2022 20:09,"Dan and I got the amber alert once each, about ten minutes apart. 

My mother, on the other hand, has gotten no less than 8 notifications over the last half hour. Once was good, really.",1
26/3/2022 20:09,@keiishaxo Instead of bitching about the amber alert understand what it's for...it doesn't mean run out and look doesn't matter where you live they went missing Thursday and could be anywhere simple be thankful we have a system like this,2
26/3/2022 20:08,"//it freaked out my niece, the amber alert took over our television too, like, wtf, we're kinda isolating, we can't do anything about it?????????????????????????//",0
26/3/2022 20:08,Instead of bitching about the amber alert understand what it's for...it doesn't mean run out and look doesn't matter where you live they went missing Thursday and could be anywhere simple be thankful we have a system like this,2
26/3/2022 20:08,@suko_tachi @CityNewsVAN What do you believe the purpose of the Amber Alert is if you do not believe these children are in any danger?,2
26/3/2022 20:07,BC Amber Alert issued for two children after alleged abduction https://t.co/QP3xl9qIi3,1
26/3/2022 20:06,"@604kev An amber alert can be pushed to phones as an amber alert, not a loud emergency alert that makes people think nukes are flying. Do better BC",1
26/3/2022 20:06,"@EmergencyInfoBC Oh looks the mother may have been taken against her will as well 

https://t.co/gAopT04Yl1",1
26/3/2022 20:05,RCMP issue province-wide amber alert for missing woman &amp; children | AMBER ALERT: https://t.co/QCIkkezc6M https://t.co/ofnVPPfGeu,1
26/3/2022 20:04,Amber Alert: Jason Dalrymple &amp; Dawn Dalrymple with 2 children; Liam Ballamy &amp; Myra Ballamy. Last seen March 24 in Fort St John. Dark Green Grand Cherokee Jeep license HT1 84A. If seen call 911. #crimesnews #NewsUpdates #news #AmberAlert @FortStJohnRCMP #missingpersons #abduction https://t.co/hNENFG9Oqh,1
26/3/2022 20:04,AMBER ALERT issued in BC for these 2 missing cuties. If you see them call 911. Don't approach the adults with them. https://t.co/tOlP0IxqJP,1
26/3/2022 20:04,@Scott_dLB to be fair I believe this is the first amber alert I have ever had. I usually never get those (or most alerts from the gov),1
26/3/2022 20:03,"RCMP in Fort St. John activate Amber Alert for 2 missing children 

https://t.co/hBXTQ8fFds",1
26/3/2022 20:02,"Amber Alert: Jason Dalrymple &amp; Dawn Dalrymple with 2 children; Liam Ballamy &amp; Myra Ballamy. Last seen March 24 in Fort St John. Dark Green Grand Cherokee Jeep license HT1 84A. If seen, call 911. #crimesnews #NewsUpdates #news #AmberAlert @FortStJohnRCMP https://t.co/2C0yiGbnNB",1
26/3/2022 20:02,Also to the people complaining about the AMBER alert being sent out and that it ���interrupted��� you���. get f*cked https://t.co/82qnN9PV7C,2
26/3/2022 20:01,@bfwriter How are you comparing mask wearing to an Amber Alert? I don't wear a mask  anymore but I do care about the well being of abducted children.,1
26/3/2022 20:01,"@EmergencyInfoBC Was this Amber Alert broadcast wirelessly to compatible mobile devices in ALL areas of the province?

If so, was the @alertable_ca app used to deliver the alert INSTEAD of the provincial/RCMP Wireless Public Alerting (WPA) system to users of the app?
#BC #AmberAlert @infopeasi",1
26/3/2022 20:01,"Quick note that the surname for those in the subject of the Amber Alert is Bellamy according to the RCMP post ( https://t.co/TeNO13NqCI ) of which I know a few. If they ARE related, hopefully they knew before this went out.",1
26/3/2022 20:00,"@bfwriter I think a bit more specificity would be helpful, mostly just b/c it's more likely desensitize ppl to the alerts. I remember being in Toronto &amp; having an amber alert go off at 3AM(!!!) for somewhere in Ottawa, unsure how I was going to help there",1
26/3/2022 20:00,RCMP in Fort St. John activate Amber Alert for 2 missing��children https://t.co/NlAVnUvyVP,1
26/3/2022 19:59,RCMP in Fort St. John activate Amber Alert for two missing children https://t.co/qkcSa1gL63 via @ahnnewspaper,1
26/3/2022 19:58,"They were last seen on Thursday, March 24th.  https://t.co/okfg7asKg0 #victoriabuzz #yyj",1
26/3/2022 19:57,"personally, I am not much help in Amber Alert situations, as I hardly ever leave my neighbourhood.

it does seem like it would be sufficient to have a screen overlay that can't be bypassed, but skip the startling auditory alert.",1
26/3/2022 19:57,@2closetocall The point I think is so that if people are out and see the car they'll know it from the amber alert not necessarily that people will drop everything and go look for it.,1
26/3/2022 19:56,"Breaking News 3/26/2022

Amber Alert
Pink Moon Drain The Swamp~Flood

The RCMP are requesting assistance locating four-year old Liam and 10-month-old  Myra Bellamy. The RCMP believes the ""suspect?"" is headed east, possibly to Ontario

Inversion is the satanic way! 
""G.S FLOOD""",1
26/3/2022 19:56,"RCMP in Fort St. John activate Amber Alert for 2 missing children
 https://t.co/1J1K2fmING",1
26/3/2022 19:56,"BC Amber Alert Rings out across the province; with child abduction alert issued by Fort St. John RCMP
https://t.co/vDGrilMO8v
Alert rang out through TV, Radio and on personal phones across BC shortly after the Noon Hour 
#PrinceRupert #Terracebc #Smithers #Kitimat #HaidaGwaii",1
26/3/2022 19:55,RCMP in Fort St. John activate Amber Alert for two missing children | CBC News https://t.co/FJyvtZ1mYo,1
26/3/2022 19:55,Anyone else get that amber alert?! Scared the shit outta me.,0
26/3/2022 19:55,Even the buses mention the amber alert,1
26/3/2022 19:54,Seeing people complain about an amber alert is the most selfish dog shit I���ve ever seen.,2
26/3/2022 19:52,@lumsdominator @cbcnewsbc RCMP has nothing to do with the Alert Ready System. You can likely turn the alert off for amber alerts (or completely) in your phone settings.,1
26/3/2022 19:52,"I would be interested to know the percentage of people who won't mask to protect the person right in front of them, but get upset at others who object to receiving an Amber Alert from an abduction 1200 km away. who is ok with both? neither? one but not the other? why?",0
26/3/2022 19:52,RCMP issue province-wide amber alert for missing woman &amp; children https://t.co/gzEsThNKbo https://t.co/yJwfd6DLps,1
26/3/2022 19:52,RCMP in Fort St. John activate Amber Alert for 2 missing children https://t.co/9VVHld3HE0,1
26/3/2022 19:52,"@CityNewsVAN I remember the first time I ever heard an amber alert, I was watching TV.  100% in favour of using any and all media to get the word out.  But the next day, you should have seen the Twitter meltdown, complaining about the amber alert ruining their program!  WTF?",2
26/3/2022 19:52,i just got an amber alert on my phone. those things terrify me but i hope the children are OK,2
26/3/2022 19:52,@the_2355 It���s a amber alert so I cannot show,1
26/3/2022 19:52,"@OhAnnabelLee @sadsirensong Amber Alert disappeared forever off my phone once I clicked okay. I now remember almost none of the details 20 minutes later.

Also, it's 2022. Text messages can have pictures of suspects and vehicles and such.",0
26/3/2022 19:51,AMBER ALERT IN BC https://t.co/K6ShkjM3cD,1
26/3/2022 19:51,AMBER ALERT: Four-year-old Liam Ballamy and infant Myra Ballamy abducted in Fort St.��John https://t.co/Ao5oNRgbiX,1
26/3/2022 19:51,B.C. amber alert issued for abducted Fort St. John boy and girl #FortStJohn https://t.co/b0WxveRaYj https://t.co/q3kHWlumfg,1
26/3/2022 19:51,"There is something perplexing about the amount of social media posts that surface after the Provincial Amber Alert is issued. 

There���s amplification (which is good) but it seems more people go to Facebook to ask about the intrusion of the message than the actual alert itself.",2
26/3/2022 19:50,This is puzzling: the @FortStJohnRCMP account doesn���t contain the Amber Alert. Communications not coordinated. #bcpoli https://t.co/YwYeRgWCWD,1
26/3/2022 19:50,"A few minutes ago, an Amber alert went out to everyone in BC/Canada while I was on stream. The alert is as follows:

Fort St John RCMP have issued an AMBER alert. 2 children. The abducted male child Liam BALLAMY, 4 years old, 4 feet tall, Dark brown/black hair, brown eyes.",1
26/3/2022 19:49,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/JCEODw0dwz,1
26/3/2022 19:49,"@vancouverpics1 @cbcnewsbc Jesus christ you're an idiot. This happens all the time ""between parsnts"" and no amber alert is issued. Amber alerts are only issued if the kids are in danger. The article states that both parents are on the run with the kids. They didn't have custody at all.",2
26/3/2022 19:49,RCMP issue amber alert for children abducted from Fort St. John https://t.co/r6G4UF3mr7,1
26/3/2022 19:49,@chrisjsankey This was full province amber alert,1
26/3/2022 19:48,"@glim1000 @CityNewsVAN Yup, kids were probably in care due to safety concerns, hence the amber alert. If there were no safety concerns, even if in care, then there would be no alert.",2
26/3/2022 19:48,@cbcnewsbc Because they have BC. Plates it���s astonishing how many people are complaining about getting an amber alert in bc or in general these are little kids we���re talking about her and a mother that rcmp thinks are in harms way. And for someone to say we spend millions of $$ and this is,2
26/3/2022 19:47,"Amber alert came on my radio while driving, with almost the exact same tone as the old emergency broadcast system tests. For a split second I thought we were all screwed.",0
26/3/2022 19:47,"Heads Ip BC/Alberta ~ Amber Alert - 8919 91st area of Fort St John, BC https://t.co/5UTBBy4fqn https://t.co/S2h9e4WI5P",1
26/3/2022 19:47,@EnergeticCity How the the hell is a 2 day old amber alert a provincial emergency?,0
26/3/2022 19:47,"(En) RCMP in Fort St. John, B.C., activate Amber Alert for 2 missing children
Source: CBC #Canada  
https://t.co/APrh26pMuE",1
26/3/2022 19:47,"Amber Alert issued for Fort St. John children, mother: RCMP https://t.co/mz8ppuyStR",1
26/3/2022 19:47,@snacktiago But did you sleep through the amber alert?,1
26/3/2022 19:47,"������������������ @FortStJohnRCMP AMBER ALERT: 
4 yr old M LIAM BALLAMY 4 ' tall dark brown/black hair, brown eyes

10 month old MYRA BALLAMY 2' tall light hair, blue/hazel eyes

Last seen area of 8919 91st St in Fort St John on March 24 at approximately 11AM",1
26/3/2022 19:46,RCMP in Fort St. John activate Amber Alert for two missing children | CBC News https://t.co/ufje19PgsR,1
26/3/2022 19:46,The amber alert you got earlier today if you���re in BC is one of my amazing @aapsubc colleague���s cousins.  Please share widely. https://t.co/UfpIZru9iC,2
26/3/2022 19:45,@sadsirensong Amber alert gave me a fucking heart attack,0
26/3/2022 19:45,Missing 1-year-old boy from Tennessee located; Amber Alert canceled: https://t.co/VzCsXAdGJq https://t.co/kfYEDnRrux,1
26/3/2022 19:45,Missing 1-year-old boy from Tennessee located; Amber Alert canceled: https://t.co/zP9eJ31kjb https://t.co/wC8C57sbn3,1
26/3/2022 19:44,"@jenn you���re so arrogant for this, children are missing and you���re complaining about getting an alert. The suspect has a CAR which means he can DRIVE even 1000 miles away. Please educate yourself on the importance of an Amber alert",2
26/3/2022 19:44,RCMP issues amber alert after alleged abduction of two children in Fort St. John https://t.co/ISjybeNcPS via @georgiastraight #RCMP #BCRCMP #amberalert #fortstjohn,1
26/3/2022 19:44,Amber alert issued for two children in Fort St. John https://t.co/BpDpMB42bl https://t.co/ibxJLKaZl6,1
26/3/2022 19:44,"AMBER ALERT: B.C. AMBER ALERT ISSUED FOR TWO YOUNG CHILDREN FROM FORT ST. JOHN - CITYNEWS
https://t.co/8scFrzVZpt https://t.co/w8q6FRl607",1
26/3/2022 19:44,CP NewsAlert: RCMP in Fort St. John activate Amber Alert for two missing children https://t.co/qjv4WggJxY https://t.co/Z5acYquQWg,1
26/3/2022 19:43,Amber Alert issued for two children in northern British Columbia https://t.co/okmIdI9Vxw,1
26/3/2022 19:43,"** Amber Alert **
Fort St John RCMP have issued an AMBER alert. The abducted male child Liam BALLAMY, 4 years old, 4 feet tall, Dark brown/black hair, brown eyes. The abducted female child Myra BALLAMY
Read More-https://t.co/C070OrDOOe https://t.co/Rk78YrUsUk",1
26/3/2022 19:43,@OhBeing Yes first Amber Alert I've rec'd.,1
26/3/2022 19:43,"Just got amber alert in a Vancouver BC for missing kids up north. Not actually war. Go back to sleep, preposterous level of background anxiety���#YVR https://t.co/KlPkM2ssMd",0
26/3/2022 19:42,Amber Alert issued for two children allegedly abducted in northern B.C. https://t.co/01r8YtHthw,1
26/3/2022 19:41,"@AnonymousLdb @OldFartRant Or Alberta... Hope they  have the Amber Alert there, too.",1
26/3/2022 19:41,"@XiranJayZhao Yeah, everyone here in BC gotten an amber alert. Scared the heck outta me",0
26/3/2022 19:41,Am I the only one who finds the amber alert sound scary lmfao,0
26/3/2022 19:40,"CBC News Changed the Headline: [RCMP in Fort St. John activate Amber Alert for 2 missing children]- to - [RCMP in Fort St. John, B.C., activate Amber Alert for 2 missing children] https://t.co/dySxMAYwId",1
26/3/2022 19:40,"** Amber Alert **
Fort St John RCMP have issued an AMBER alert. The abducted male child Liam BALLAMY, 4 years old, 4 feet tall, Dark brown/black hair, brown eyes. 
Read More-https://t.co/PkHh9tW5Dc
~S~ https://t.co/hsBhqOiftI",1
26/3/2022 19:40,"AMBER ALERT: B.C. AMBER ALERT ISSUED FOR TWO YOUNG CHILDREN FROM FORT ST. JOHN - CITYNEWS 
https://t.co/H9K8ZMHXUS",1
26/3/2022 19:40,"@bag_cats The Amber Alert made Breaking News at noon, followed by the alert on my mobile, then it broke into the radio show I was listening to. So I believe the Alert was just issued. Although the children were last seen 2 days ago.",1
26/3/2022 19:40,RCMP in Fort St. John activate Amber Alert for 2 missing children | CBC News https://t.co/f0JIg1r7aZ,1
26/3/2022 19:39,"AMBER ALERT
They were taken 2 days ago. Mother a victim too. They may be travelling to ON. They could be anywhere, hence why the amber alert was sent to everyone. Stop complaining you received it 1000 km away and be part of the solution. Compassion and empathy goes a long way. https://t.co/1eUtp2cNpu",2
26/3/2022 19:38,My hubs got the Amber Alert but I didn���t. We���re on the same phone plan. Anyone know why it���s not universal?,2
26/3/2022 19:38,"This was my second time getting an Amber alert. The first time I got one, I was still working at Disney and I still think about that day.

Hope they find the kids!",2
26/3/2022 19:38,"Share this, give it some reach

https://t.co/dmRreGMlJS",2
26/3/2022 19:38,"getting an amber alert during the dentist appointment and my dentist going ""is that your phone?"" only for her phone to go off 2 seconds later",1
26/3/2022 19:38,"https://t.co/spqLln06O1 *TO THOSE RESIDING IN CANADA/ NEIBOURING ALBERTA, IMPORTANT!!! PLEASE READ!*",1
26/3/2022 19:38,Amber Alert issued for two children in northern British Columbia  | https://t.co/S6yD0rtV6D https://t.co/3Qo7rrUcpa,1
26/3/2022 19:38,RCMP issue amber alert for children abducted from Fort St. John https://t.co/EJwWUW3BXj,1
26/3/2022 19:37,"I hope that amber alert suspect is offended by being described as balding. If I was the RCMP, I'd want to chirp them so hard.

""Looking for X, creepy looking guy with nasty teeth. Looks like he smells of piss. Not even a mother could love this freak. Definitely an unwashed ass.""",1
